850.00	56.02	49316
850.00	56.19	49563
850.00	56.29	49811
850.00	56.46	50058
850.00	56.63	50305
850.00	56.80	50552
850.00	56.94	50800
850.00	57.11	51047
850.00	57.25	51294
850.00	57.42	51541
850.00	57.55	51789
850.00	57.69	52036
850.00	57.83	52283
850.00	58.03	52530
850.00	58.17	52777
850.00	58.30	53025
850.00	58.51	53272
850.00	58.61	53519
850.00	58.75	53766
850.00	58.89	54013
850.00	59.06	54261
850.00	59.19	54508
850.00	59.36	54755
850.00	59.50	55002
850.00	59.67	55249
850.00	59.77	55497
850.00	59.91	55744
850.00	60.08	55991
850.00	60.25	56238
850.00	60.39	56485
850.00	60.53	56733
850.00	60.70	56980
850.00	60.80	57227
850.00	60.97	57474
850.00	61.07	57721
850.00	61.21	57968
850.00	61.35	58215
850.00	61.48	58462
850.00	61.62	58710
850.00	61.76	58957
850.00	61.89	59205
850.00	62.06	59452
850.00	62.17	59699
850.00	62.30	59946
850.00	62.41	60193
850.00	62.54	60440
850.00	62.68	60687
850.00	62.78	60935
850.00	62.89	61182
850.00	63.02	61429
850.00	63.16	61677
850.00	63.26	61924
850.00	63.40	62171
850.00	63.50	62418
850.00	63.60	62665
850.00	63.71	62912
850.00	63.78	63159
850.00	63.95	63406
850.00	64.02	63654
850.00	64.12	63901
850.00	64.25	64148
850.00	64.32	64395
850.00	64.43	64642
850.00	64.49	64889
850.00	64.60	65136
850.00	64.67	65384
850.00	64.77	65631
850.00	64.84	65878
850.00	64.90	66125
850.00	64.97	66372
850.00	65.04	66620
850.00	65.11	66867
850.00	65.18	67114
850.00	65.21	67361
850.00	65.28	67608
850.00	65.32	67856
850.00	65.35	68103
850.00	65.42	68350
850.00	65.45	68597
850.00	65.45	68844
850.00	65.49	69091
850.00	65.52	69338
850.00	65.52	69586
850.00	65.56	69833
850.00	65.56	70080
850.00	65.59	70327
850.00	65.56	70574
850.00	65.56	70821
850.00	65.56	71069
850.00	65.59	71316
850.00	65.52	71563
850.00	65.52	71810
850.00	65.52	72057
850.00	65.49	72304
850.00	65.45	72551
850.00	65.42	72799
850.00	65.38	73046
850.00	65.38	73293
850.00	65.35	73540
850.00	65.28	73787
850.00	65.25	74035
850.00	65.21	74282
850.00	65.14	74530
850.00	65.08	74777
850.00	65.04	75024
850.00	64.97	75271
850.00	64.87	75519
850.00	64.84	75766
850.00	64.77	76013
850.00	64.73	76260
850.00	64.63	76508
850.00	64.56	76755
850.00	64.46	77002
850.00	64.36	77249
850.00	64.29	77496
850.00	64.19	77744
850.00	64.12	77991
850.00	64.02	78238
850.00	63.91	78485
850.00	63.78	78732
850.00	63.67	78980
850.00	63.57	79227
850.00	63.47	79474
850.00	63.36	79721
850.00	63.23	79969
850.00	63.13	80216
850.00	63.02	80463
850.00	62.89	80710
850.00	62.78	80957
850.00	62.61	81204
850.00	62.54	81452
850.00	62.41	81699
850.00	62.27	81946
850.00	62.13	82193
850.00	62.03	82441
850.00	61.89	82688
850.00	61.76	82935
850.00	61.62	83182
850.00	61.48	83429
850.00	61.35	83676
850.00	61.21	83924
850.00	61.07	84171
850.00	60.94	84418
850.00	60.77	84665
850.00	60.63	84912
850.00	60.46	85159
850.00	60.32	85407
850.00	60.18	85654
850.00	59.98	85901
850.00	59.84	86148
850.00	59.71	86395
850.00	59.53	86642
850.00	59.36	86889
850.00	59.23	87137
850.00	59.06	87384
850.00	58.89	87631
850.00	58.75	87878
850.00	58.54	88125
850.00	58.41	88372
850.00	58.24	88620
850.00	58.07	88867
850.00	57.89	89114
850.00	57.76	89361
850.00	57.55	89608
850.00	57.42	89855
850.00	57.18	90103
850.00	57.07	90350
850.00	56.87	90597
850.00	56.70	90844
850.00	56.53	91091
850.00	56.36	91338
850.00	56.15	91585
850.00	55.98	91833
850.00	55.81	92080
850.00	55.61	92327
850.00	55.44	92574
850.00	55.23	92822
850.00	55.06	93069
850.00	54.86	93316
850.00	54.69	93563
850.00	54.51	93810
850.00	54.31	94057
850.00	54.11	94305
850.00	53.93	94552
850.00	53.73	94799
850.00	53.53	95047
850.00	53.35	95294
850.00	53.18	95541
850.00	52.98	95788
850.00	52.77	96035
850.00	52.64	96283
850.00	52.43	96530
