Timestamp	Current measurement	Current temperature
4/24/2018 15:20:25	2.724402	14.014464
4/24/2018 15:24:45	2.419139	14.014464
4/24/2018 15:29:05	2.121053	14.014464
4/24/2018 15:33:26	1.739713	14.014464
4/24/2018 15:37:45	1.416268	14.014464
4/24/2018 15:42:06	2.458852	14.048251
4/24/2018 15:50:47	2.95311	14.014464
4/24/2018 15:59:26	2.700479	13.980779
4/24/2018 16:03:46	2.42488	14.014464
4/24/2018 16:08:07	2.132536	14.014464
4/24/2018 16:12:27	1.891388	14.014464
4/24/2018 16:16:47	1.539713	14.014464
4/24/2018 16:21:07	1.044498	13.980779
4/24/2018 16:25:28	2.132536	13.980779
4/24/2018 16:34:07	2.812919	13.980779
4/24/2018 16:38:28	2.841627	14.014464
4/24/2018 16:42:48	2.729665	13.980779
4/24/2018 16:47:08	2.433493	13.980779
4/24/2018 16:51:28	2.130144	13.980779
4/24/2018 16:55:48	1.744976	13.980779
4/24/2018 17:00:08	1.457895	13.947093
4/24/2018 17:04:28	0.660287	13.947093
4/24/2018 17:08:48	1.894737	13.947093
4/24/2018 17:17:29	2.567943	13.947093
4/24/2018 17:21:48	2.73445	13.947093
4/24/2018 17:26:09	2.619617	13.913408
4/24/2018 17:30:29	2.456459	13.913408
4/24/2018 17:34:49	2.126794	13.913408
4/24/2018 17:39:09	1.867943	13.947093
4/24/2018 17:43:29	1.732536	13.947093
4/24/2018 17:47:49	1.008612	13.913408
4/24/2018 17:52:09	1.910526	13.947093
4/24/2018 17:56:29	2.38756	13.913408
4/24/2018 18:00:50	2.51866	13.947093
4/24/2018 18:05:10	2.523445	13.947093
4/24/2018 18:09:30	2.369856	13.913408
4/24/2018 18:13:50	2.237799	13.913408
4/24/2018 18:18:10	1.922966	13.879622
4/24/2018 18:22:30	1.704785	13.913408
4/24/2018 18:26:50	0.936364	13.913408
4/24/2018 18:31:10	1.536364	13.947093
4/24/2018 18:35:30	2.270813	13.879622
4/24/2018 18:39:51	2.505263	13.913408
4/24/2018 18:44:10	2.74067	13.879622
4/24/2018 18:48:31	2.63445	13.879622
4/24/2018 18:52:51	2.3689	13.879622
4/24/2018 18:57:11	2.113876	13.879622
4/24/2018 19:01:31	1.810526	13.879622
4/24/2018 19:05:51	1.677512	13.913408
4/24/2018 19:10:11	1.139234	13.879622
4/24/2018 19:14:31	2.118182	13.879622
4/24/2018 19:18:52	2.551675	13.879622
4/24/2018 19:23:12	2.655024	13.879622
4/24/2018 19:27:32	2.889952	13.845938
4/24/2018 19:31:52	2.657895	13.845938
4/24/2018 19:36:12	2.433493	13.845938
4/24/2018 19:40:32	2.192823	13.879622
4/24/2018 19:44:52	1.835885	13.845938
4/24/2018 19:53:33	0.82201	13.845938
4/24/2018 19:57:52	1.736842	13.845938
4/24/2018 20:02:12	2.351675	13.812254
4/24/2018 20:06:33	2.453588	13.812254
4/24/2018 20:10:53	2.638756	13.812254
4/24/2018 20:15:13	2.466986	13.845938
4/24/2018 20:23:53	1.989952	13.812254
4/24/2018 20:28:13	1.73445	13.812254
4/24/2018 20:32:33	1.392344	13.812254
4/24/2018 20:36:53	0.913876	13.812254
4/24/2018 20:41:13	1.739713	13.812254
4/24/2018 20:45:33	1.962679	13.812254
4/24/2018 20:49:54	2.276077	13.812254
4/24/2018 20:54:14	2.221531	13.845938
4/24/2018 20:58:34	2.136842	13.778469
4/24/2018 21:02:55	1.98421	13.812254
4/24/2018 21:07:14	1.702871	13.812254
4/24/2018 21:11:34	1.426316	13.812254
4/24/2018 21:15:54	0.660287	13.812254
4/24/2018 21:20:15	1.695215	13.812254
4/24/2018 21:24:34	2.214833	13.812254
4/24/2018 21:41:55	2.513397	13.778469
4/24/2018 21:46:15	2.33445	13.744786
4/24/2018 21:50:35	2.170335	13.778469
4/24/2018 21:54:55	1.633014	13.778469
4/24/2018 21:59:15	1.12488	13.778469
4/24/2018 22:03:35	1.137799	13.778469
4/24/2018 22:07:56	1.937321	13.778469
4/24/2018 22:12:16	2.195215	13.778469
4/24/2018 22:16:36	2.347847	13.744786
4/24/2018 22:20:56	2.418182	13.744786
4/24/2018 22:25:16	2.278469	13.744786
4/24/2018 22:29:36	2.110526	13.744786
4/24/2018 22:33:56	1.826794	13.744786
4/24/2018 22:38:16	1.610048	13.778469
4/24/2018 22:42:37	0.825837	13.744786
4/24/2018 22:46:57	1.548804	13.744786
4/24/2018 22:51:17	2.127751	13.744786
4/24/2018 22:55:37	2.466986	13.744786
4/24/2018 22:59:57	2.566986	13.744786
4/24/2018 23:04:17	2.619139	13.711103
4/24/2018 23:08:37	2.453588	13.711103
4/24/2018 23:17:18	1.926794	13.711103
4/24/2018 23:21:37	1.499043	13.711103
4/24/2018 23:25:58	1.396651	13.711103
4/24/2018 23:30:18	1.191866	13.711103
4/24/2018 23:34:38	1.978469	13.711103
4/24/2018 23:38:58	2.507656	13.711103
4/24/2018 23:43:18	2.5	13.711103
4/24/2018 23:47:39	2.530143	13.711103
4/24/2018 23:51:58	2.616268	13.711103
4/24/2018 23:56:19	2.388038	13.744786
4/25/2018 0:00:38	2.255024	13.711103
4/25/2018 0:04:59	1.917225	13.711103
4/25/2018 0:09:19	1.645933	13.711103
4/25/2018 0:13:39	0.728708	13.67732
4/25/2018 0:17:59	1.317225	13.711103
4/25/2018 0:26:39	2.711483	13.643637
4/25/2018 0:31:00	2.766029	13.67732
4/25/2018 0:35:19	2.699522	13.67732
4/25/2018 0:39:40	2.625837	13.67732
4/25/2018 0:44:00	2.405742	13.711103
4/25/2018 0:48:20	2.167943	13.67732
4/25/2018 0:52:40	1.822488	13.643637
4/25/2018 0:57:00	1.511483	13.67732
4/25/2018 1:01:20	0.642584	13.67732
4/25/2018 1:05:40	1.309569	13.643637
4/25/2018 1:10:00	2.152632	13.67732
4/25/2018 1:14:21	2.620096	13.643637
4/25/2018 1:18:41	2.688517	13.67732
4/25/2018 1:23:01	2.649282	13.643637
4/25/2018 1:27:21	2.664593	13.643637
4/25/2018 1:31:41	2.547369	13.643637
4/25/2018 1:36:01	2.383732	13.609955
4/25/2018 1:40:21	2.05311	13.643637
4/25/2018 1:44:41	1.689952	13.643637
4/25/2018 1:53:22	1.408134	13.643637
4/25/2018 1:57:42	2.048804	13.643637
4/25/2018 2:02:02	2.292823	13.609955
4/25/2018 2:06:22	2.408134	13.643637
4/25/2018 2:10:42	2.564115	13.609955
4/25/2018 2:15:03	2.452631	13.609955
4/25/2018 2:19:22	2.173684	13.609955
4/25/2018 2:23:42	1.955502	13.643637
4/25/2018 2:28:03	1.915311	13.609955
4/25/2018 2:32:22	1.511962	13.609955
4/25/2018 2:36:42	0.732057	13.643637
4/25/2018 2:41:03	1.644976	13.643637
4/25/2018 2:45:23	2.114354	13.609955
4/25/2018 2:49:44	2.241148	13.609955
4/25/2018 2:54:04	2.639713	13.609955
4/25/2018 2:58:23	2.670335	13.609955
4/25/2018 3:07:03	2.346411	13.609955
4/25/2018 3:11:23	2.016268	13.609955
4/25/2018 3:15:43	1.76555	13.576172
4/25/2018 3:20:04	1.090909	13.609955
4/25/2018 3:24:24	1.554545	13.609955
4/25/2018 3:28:44	2.372727	13.609955
4/25/2018 3:33:04	2.691388	13.576172
4/25/2018 3:37:24	2.788038	13.576172
4/25/2018 3:41:44	2.709091	13.609955
4/25/2018 3:50:24	2.31866	13.576172
4/25/2018 3:54:44	2.147847	13.576172
4/25/2018 3:59:04	2.001436	13.576172
4/25/2018 4:03:25	1.847847	13.609955
4/25/2018 4:07:46	1.053589	13.609955
4/25/2018 4:12:05	1.780383	13.576172
4/25/2018 4:16:25	2.456938	13.609955
4/25/2018 4:20:45	2.659809	13.576172
4/25/2018 4:25:05	2.755502	13.576172
4/25/2018 4:29:25	2.600957	13.576172
4/25/2018 4:33:45	2.725837	13.576172
4/25/2018 4:38:05	2.585167	13.576172
4/25/2018 4:46:46	2.075598	13.576172
4/25/2018 4:51:05	1.661723	13.576172
4/25/2018 4:55:26	1.029187	13.576172
4/25/2018 5:04:06	2.270813	13.576172
4/25/2018 5:12:46	2.832536	13.576172
4/25/2018 5:17:06	2.82823	13.576172
4/25/2018 5:21:26	2.627751	13.576172
4/25/2018 5:25:46	2.444976	13.576172
4/25/2018 5:30:06	2.283254	13.576172
4/25/2018 5:34:26	2.17177	13.542491
4/25/2018 5:47:27	1.923445	13.576172
4/25/2018 5:51:47	2.470335	13.542491
4/25/2018 5:56:07	2.739234	13.542491
4/25/2018 6:00:27	2.838278	13.576172
4/25/2018 6:09:07	3.045933	13.542491
4/25/2018 6:13:27	2.984689	13.576172
4/25/2018 6:17:48	2.597129	13.542491
4/25/2018 6:22:07	2.213876	13.542491
4/25/2018 6:26:28	1.744019	13.542491
4/25/2018 6:30:48	1.170335	13.542491
4/25/2018 6:35:08	2.001914	13.576172
4/25/2018 6:39:28	2.647368	13.576172
4/25/2018 6:43:48	2.918182	13.542491
4/25/2018 6:48:08	2.951196	13.542491
4/25/2018 6:52:28	3.220574	13.576172
4/25/2018 6:56:48	2.958852	13.542491
4/25/2018 7:01:08	2.995215	13.542491
4/25/2018 7:05:28	2.693301	13.542491
4/25/2018 7:09:48	2.293301	13.542491
4/25/2018 7:14:08	1.963636	13.542491
4/25/2018 7:18:28	1.49378	13.542491
4/25/2018 7:22:48	1.169856	13.542491
4/25/2018 7:27:08	2.18134	13.542491
4/25/2018 7:31:28	2.922009	13.542491
4/25/2018 7:35:48	3.084689	13.542491
4/25/2018 7:40:09	3.219617	13.542491
4/25/2018 7:44:29	3.213876	13.542491
4/25/2018 7:53:09	2.845933	13.50881
4/25/2018 7:57:29	2.595215	13.542491
4/25/2018 8:06:09	1.817703	13.50881
4/25/2018 8:10:29	1.266029	13.542491
4/25/2018 8:14:49	2.402871	13.542491
4/25/2018 8:19:09	2.813397	13.542491
4/25/2018 8:23:29	2.991866	13.542491
4/25/2018 8:27:49	3.20622	13.542491
4/25/2018 8:36:29	3.078469	13.542491
4/25/2018 8:40:49	2.716746	13.542491
4/25/2018 8:45:09	2.401435	13.542491
4/25/2018 8:49:30	2.215311	13.542491
4/25/2018 8:53:50	1.773206	13.542491
4/25/2018 8:58:10	1.567464	13.542491
4/25/2018 9:02:30	2.590909	13.542491
4/25/2018 9:06:50	3.055502	13.542491
4/25/2018 9:11:10	3.196651	13.542491
4/25/2018 9:15:30	3.244498	13.542491
4/25/2018 9:19:50	3.182297	13.50881
4/25/2018 9:24:10	3.066507	13.542491
4/25/2018 9:28:30	2.910526	13.542491
4/25/2018 9:32:51	2.558852	13.542491
4/25/2018 9:37:11	2.311962	13.542491
4/25/2018 9:41:31	1.860766	13.542491
4/25/2018 9:45:51	1.409569	13.576172
4/25/2018 9:50:11	2.269378	13.542491
4/25/2018 9:54:31	3.07177	13.576172
4/25/2018 9:58:51	3.237321	13.542491
4/25/2018 10:03:11	3.255981	13.542491
4/25/2018 10:11:51	3.212919	13.50881
4/25/2018 10:16:11	3.078947	13.542491
4/25/2018 10:20:31	2.766507	13.542491
4/25/2018 10:24:51	2.642105	13.50881
4/25/2018 10:29:11	2.16555	13.542491
4/25/2018 10:33:32	1.644019	13.542491
4/25/2018 10:37:52	2.358373	13.576172
4/25/2018 10:42:12	2.744976	13.576172
4/25/2018 10:59:32	2.790909	13.542491
4/25/2018 11:03:52	2.688517	13.576172
4/25/2018 11:08:12	2.562201	13.542491
4/25/2018 11:12:32	2.219617	13.576172
4/25/2018 11:16:52	2.088517	13.576172
4/25/2018 11:21:12	2.867943	13.542491
4/25/2018 11:25:32	3.327751	13.576172
4/25/2018 11:29:52	3.607656	13.576172
4/25/2018 11:34:12	3.651675	13.542491
4/25/2018 11:38:32	3.664593	13.542491
4/25/2018 11:42:53	3.600957	13.576172
4/25/2018 11:47:13	3.352153	13.542491
4/25/2018 11:51:33	3.080383	13.542491
4/25/2018 11:55:53	2.683732	13.542491
4/25/2018 12:04:33	2.341627	13.609955
4/25/2018 12:08:53	2.999043	13.542491
4/25/2018 12:13:13	3.240191	13.542491
4/25/2018 12:17:33	3.744976	13.542491
4/25/2018 12:21:53	3.799043	13.542491
4/25/2018 12:26:14	3.720096	13.576172
4/25/2018 12:30:34	3.625837	13.576172
4/25/2018 12:34:54	3.236364	13.542491
4/25/2018 12:39:14	2.966507	13.576172
4/25/2018 12:47:54	2.098086	13.576172
4/25/2018 12:52:14	2.335885	13.576172
4/25/2018 12:56:34	3.145455	13.576172
4/25/2018 13:05:15	3.700479	13.576172
4/25/2018 13:09:35	3.714354	13.576172
4/25/2018 13:13:55	3.743062	13.576172
4/25/2018 13:18:15	3.620574	13.576172
4/25/2018 13:22:35	3.438277	13.576172
4/25/2018 13:26:55	3.103828	13.576172
4/25/2018 13:31:15	2.884689	13.576172
4/25/2018 13:35:35	2.138756	13.576172
4/25/2018 13:48:35	3.657895	13.576172
4/25/2018 13:57:16	3.903349	13.576172
4/25/2018 14:01:36	3.796651	13.576172
4/25/2018 14:05:56	3.576555	13.542491
4/25/2018 14:10:16	3.483732	13.576172
4/25/2018 14:14:36	3.287081	13.576172
4/25/2018 14:18:56	2.926316	13.576172
4/25/2018 14:23:16	2.580383	13.609955
4/25/2018 14:27:36	2.221053	13.576172
4/25/2018 14:49:16	3.851675	13.609955
4/25/2018 14:53:36	3.703828	13.576172
4/25/2018 14:57:57	3.43732	13.609955
4/25/2018 15:02:17	3.094258	13.609955
4/25/2018 15:10:57	2.345933	13.576172
4/25/2018 15:15:17	3.044976	13.609955
4/25/2018 15:19:37	3.505742	13.609955
4/25/2018 15:28:17	3.932536	13.609955
4/25/2018 15:32:37	3.884689	13.609955
4/25/2018 15:36:57	3.711483	13.609955
4/25/2018 15:41:17	3.554067	13.609955
4/25/2018 15:45:38	3.262679	13.609955
4/25/2018 15:58:38	3.420574	13.609955
4/25/2018 16:02:58	3.967942	13.643637
4/25/2018 16:07:18	4.081818	13.609955
4/25/2018 16:12:02	-0.000478	13.542491
4/25/2018 16:20:42	-0.19378	13.643637
4/25/2018 16:25:01	-0.497608	13.609955
4/25/2018 16:29:22	-0.629665	13.609955
4/25/2018 16:33:42	-0.820096	13.609955
4/25/2018 16:38:02	-1.152153	13.609955
4/25/2018 16:42:22	-1.521053	13.643637
4/25/2018 16:46:42	-0.753588	13.609955
4/25/2018 16:51:02	-0.283254	13.643637
4/25/2018 16:55:22	-0.336842	13.609955
4/25/2018 16:59:42	-0.247847	13.643637
4/25/2018 17:04:03	-0.067943	13.609955
4/25/2018 17:08:23	-0.226316	13.643637
4/25/2018 17:12:42	-0.433971	13.609955
4/25/2018 17:17:03	-0.739713	13.609955
4/25/2018 17:21:23	-1.036364	13.643637
4/25/2018 17:25:43	-1.61866	13.643637
4/25/2018 17:30:04	-0.903349	13.643637
4/25/2018 17:34:23	-0.420574	13.643637
4/25/2018 17:43:03	0.050239	13.643637
4/25/2018 17:47:23	0.076077	13.643637
4/25/2018 17:51:43	-0.099043	13.643637
4/25/2018 17:56:03	-0.322967	13.643637
4/25/2018 18:00:23	-0.515789	13.67732
4/25/2018 18:04:44	-0.854545	13.643637
